Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Cases_28_Days,Deaths_28_Days
Arkansas,US,2021-06-23 04:31:11,34.9697,-92.3731,346180,5884,,,5,11471.255257133997,3102887,,1.6996938009128202,84000005,USA,102819.36799076416,,5509,56
California,US,2021-06-23 04:31:11,36.1162,-119.6816,3810395,63370,,,6,9643.585479865307,68646405,,1.6630821738953574,84000006,USA,173734.60612428715,,31155,823
Colorado,US,2021-06-23 04:31:11,39.0598,-105.3111,554473,6740,,,8,9628.380255667216,8925335,,1.2155686570851962,84000008,USA,154987.74383823117,,16232,227
Connecticut,US,2021-06-23 04:31:11,41.5978,-72.7554,348802,8271,,,9,9783.279719136215,8683406,,2.3712593391092938,84000009,USA,243554.19353336768,,2046,50
Delaware,US,2021-06-23 04:31:11,39.3185,-75.5071,109544,1691,,,10,11249.543010421416,1888311,,1.5436719491711093,84000010,USA,193918.7523876422,,1155,24
Diamond Princess,US,2021-06-23 04:31:11,,,49,0,,,88888,,,,0.0,84088888,USA,,,0,0
District of Columbia,US,2021-06-23 04:31:11,38.8974,-77.0268,49275,1141,,,11,6981.944005588389,1686861,,2.3155758498224253,84000011,USA,239017.12931934727,,500,11
Florida,US,2021-06-23 04:31:11,27.7663,-81.6868,2354416,37555,,,12,10962.123244176053,24335454,,1.5950876990302478,84000012,USA,113305.48465138575,,42475,1054
Georgia,US,2021-06-23 04:31:11,33.0406,-83.6431,1131583,21329,,,13,10657.793327062509,9019745,,1.8848816215867503,84000013,USA,84952.29963052241,,10960,657
Grand Princess,US,2021-06-23 04:31:11,,,103,3,,,99999,,,,2.9126213592233015,84099999,USA,,,0,0
Guam,US,2021-06-23 04:31:11,13.4443,144.7937,8304,139,,,66,5056.354237071407,163168,,1.6738921001926783,316,GUM,99353.95088565355,,148,0
Hawaii,US,2021-06-23 04:31:11,21.0943,-157.4983,37387,513,,,15,2640.563553767572,1708962,,1.372134699227004,84000015,USA,120700.31754282875,,1466,17
Idaho,US,2021-06-23 04:31:11,44.2405,-114.4788,194367,2140,,,16,10876.325147658312,793180,,1.10100994510385,84000016,USA,44384.507558482765,,2852,50
Illinois,US,2021-06-23 04:31:11,40.3495,-88.9861,1389634,25598,,,17,10966.332305356902,25457197,,1.8420677674841,84000017,USA,200896.12219112,,13086,581
Indiana,US,2021-06-23 04:31:11,39.8494,-86.2583,751826,13811,,,18,11167.580852613379,10749488,,1.83699419812563,84000018,USA,159672.28635907418,,10962,245
Iowa,US,2021-06-23 04:31:11,42.0115,-93.2105,373223,6117,,,19,11829.309650815989,1488468,,1.6389665159971385,84000019,USA,47177.01984425068,,2423,79
Kansas,US,2021-06-23 04:31:11,38.5266,-96.7265,317756,5129,,,20,10907.028902480131,1438251,,1.6141315978297814,84000020,USA,49368.210910324124,,2999,70
Kentucky,US,2021-06-23 04:31:11,37.6681,-84.6701,463873,7194,,,21,10382.877171180611,5441212,,1.5508555143325866,84000021,USA,121790.73983257054,,7639,470
Louisiana,US,2021-06-23 04:31:11,31.1695,-91.8678,478464,10699,,,22,10292.217723564434,7050293,,2.2361138978063138,84000022,USA,151658.53767665333,,9737,158
Maine,US,2021-06-23 04:31:11,44.6939,-69.3819,68866,854,,,23,5123.150217376426,2323627,,1.2400894490750152,84000023,USA,172861.64682356652,,1768,32
Maryland,US,2021-06-23 04:31:11,39.0639,-76.8021,461828,9715,,,24,7638.975268290746,10727612,,2.103597010142304,84000024,USA,177442.60364425508,,3259,685
Massachusetts,US,2021-06-23 04:31:11,42.2302,-71.5301,709476,17975,,,25,10293.44492124269,23585590,,2.533559979477812,84000025,USA,342191.9439135536,,4073,149
Michigan,US,2021-06-23 04:31:11,43.3266,-84.5361,998641,20912,,,26,9999.552411734743,14132152,,2.094045808253417,84000026,USA,141507.50331160243,,10533,744
Minnesota,US,2021-06-23 04:31:11,45.6945,-93.9002,604687,7643,,,27,10722.10030725409,9353733,,1.2639597014653865,84000027,USA,165857.1516723077,,5374,179
Mississippi,US,2021-06-23 04:31:11,32.7416,-89.6787,320174,7390,,,28,10757.996323436764,1976614,,2.308119959771874,84000028,USA,66415.15596161348,,3353,93
Missouri,US,2021-06-23 04:31:11,38.4561,-92.2884,618713,9664,,,29,10080.981805407735,5666276,,1.5619519874319758,84000029,USA,92323.29894542144,,14548,229
Montana,US,2021-06-23 04:31:11,46.9219,-110.4544,113341,1655,,,30,10604.728016482375,1441348,,1.4601953397270184,84000030,USA,134859.4376006991,,2001,49
Nebraska,US,2021-06-23 04:31:11,41.1254,-98.2681,224103,2257,,,31,11585.094768011711,3034198,,1.0071261875119923,84000031,USA,156854.08662495195,,1011,10
Nevada,US,2021-06-23 04:31:11,38.3135,-117.0554,329915,5653,,,32,10710.983469668421,3480911,,1.7134716517890969,84000032,USA,113010.86698206195,,6758,87
New Hampshire,US,2021-06-23 04:31:11,43.4525,-71.5639,99348,1368,,,33,7306.552642436519,2039349,,1.3769778958811452,84000033,USA,149984.00395378136,,980,23
New Jersey,US,2021-06-23 04:31:11,40.2989,-74.521,1021554,26392,,,34,11501.150054209604,14528352,,2.583514919426677,84000034,USA,163567.22835246712,,7118,277
New Mexico,US,2021-06-23 04:31:11,34.8405,-106.2485,205058,4330,,,35,9779.43361141991,3616095,,2.1115976943108783,84000035,USA,172455.407665575,,2775,81
New York,US,2021-06-23 04:31:11,42.1657,-74.9481,2112388,53632,,,36,10858.618635426184,58102728,,2.538927507635908,84000036,USA,298673.9959845912,,15849,450
North Carolina,US,2021-06-23 04:31:11,35.6301,-79.8064,1011100,13382,,,37,9640.464359362491,12346298,,1.323509049549995,84000037,USA,117717.38288900052,,12713,381
North Dakota,US,2021-06-23 04:31:11,47.5289,-99.784,110598,1557,,,38,14512.992381197331,1579143,,1.407801226061954,84000038,USA,207219.75377331505,,938,17
Northern Mariana Islands,US,2021-06-23 04:31:11,15.0979,145.6739,183,2,,,69,331.8584070796461,17542,,1.0928961748633879,580,MNP,31811.25779776585,,2,0
Ohio,US,2021-06-23 04:31:11,40.3888,-82.7649,1109374,20213,,,39,9490.670795869655,13514956,,1.8220185437913636,84000039,USA,115620.15895150186,,11158,84
Oklahoma,US,2021-06-23 04:31:11,35.5653,-96.9289,456148,7354,,,40,11527.706419885313,4123651,,1.6121960416356096,84000040,USA,104212.31290297555,,3698,436
Oregon,US,2021-06-23 04:31:11,44.572,-122.0709,207106,2757,,,41,4910.358327226188,5336048,,1.3312023794578622,84000041,USA,126514.4792100598,,7879,132
Pennsylvania,US,2021-06-23 04:31:11,40.5908,-77.2098,1215239,27604,,,42,9492.57962961849,14432782,,2.271487337058801,84000042,USA,112738.59085490544,,13718,541
Puerto Rico,US,2021-06-23 04:31:11,18.2208,-66.5901,139782,2543,,,72,4376.812556243648,415664,,1.819261421356112,630,PRI,13015.147975980166,,1699,63
Rhode Island,US,2021-06-23 04:31:11,41.6809,-71.5118,152443,2726,,,44,14390.089874934041,4425861,,1.7882093634998,84000044,USA,417785.91056306585,,989,19
South Carolina,US,2021-06-23 04:31:11,33.8569,-80.945,595813,9804,,,45,11572.074114040903,6615622,,1.64548272696299,84000045,USA,128490.76487837546,,4385,111
South Dakota,US,2021-06-23 04:31:11,44.2998,-99.4388,124446,2027,,,46,14067.115125715107,817064,,1.6288189254777172,84000046,USA,92359.20281147877,,469,23
Tennessee,US,2021-06-23 04:31:11,35.7478,-86.6923,866419,12534,,,47,12687.02481442119,8132163,,1.446644175624034,84000047,USA,119079.74522248225,,5358,131
Texas,US,2021-06-23 04:31:11,31.0545,-97.5635,2988388,52150,,,48,10306.250049791557,25287406,,1.7450879872359282,84000048,USA,87210.33859947213,,42149,869
Utah,US,2021-06-23 04:31:11,40.15,-111.8624,422725,2333,,,49,13185.606299271543,3535184,,0.5518954402980661,84000049,USA,110269.19254712632,,7145,38
Vermont,US,2021-06-23 04:31:11,44.0459,-72.7107,24371,256,,,50,3905.6778244488282,1721776,,1.0504287883139798,84000050,USA,275930.5051851876,,241,1
Virgin Islands,US,2021-06-23 04:31:11,18.3358,-64.8963,3772,30,,,78,3516.4261475929447,126184,,0.7953340402969247,850,VIR,117634.33642838498,,389,3
Virginia,US,2021-06-23 04:31:11,37.7693,-78.17,678909,11367,,,51,7953.927581908025,7619929,,1.6743039199657097,84000051,USA,89273.17717879837,,5660,244
Washington,US,2021-06-23 04:31:11,47.4009,-121.4905,448142,5843,,,53,5885.072843439823,7454078,,1.3038278045797984,84000053,USA,97888.15154723775,,18225,129
West Virginia,US,2021-06-23 04:31:11,38.4912,-80.9545,163627,2870,,,54,9130.222018617891,2996585,,1.7539892560518742,84000054,USA,167206.42893691198,,3028,88
Wisconsin,US,2021-06-23 04:31:11,44.2685,-89.6165,676931,8067,,,55,11626.254586999185,8956982,,1.191701960761141,84000055,USA,153835.6982663951,,4229,315
Wyoming,US,2021-06-23 04:31:11,42.756,-107.3025,61704,734,,,56,10661.432478803785,779423,,1.1895501102035524,84000056,USA,134671.4262758765,,1833,21
Cherkasy Oblast,Ukraine,2021-06-23 04:31:11,49.4444,32.0598,81565,1299,79244,1022,,6761.299157542042,,,1.5925948629927051,80401,UKR,,,1575,96
Chernihiv Oblast,Ukraine,2021-06-23 04:31:11,51.4982,31.2893,57437,1338,55512,587,,5710.89093159797,,,2.329508853178265,80402,UKR,,,1226,57
Chernivtsi Oblast,Ukraine,2021-06-23 04:31:11,48.2917,25.9352,79871,1789,77508,574,,8831.633815213618,,,2.2398617771155993,80403,UKR,,,984,41
Crimea Republic*,Ukraine,2021-06-23 04:31:11,45.2835,34.2008,46366,1455,42318,2593,,2422.8065490917998,,,3.1380753138075312,80404,UKR,,,3342,130
Dnipropetrovsk Oblast,Ukraine,2021-06-23 04:31:11,48.4647,35.0462,135303,4401,128804,2098,,4219.677858284966,,,3.2526994966852176,80405,UKR,,,3436,422
Donetsk Oblast,Ukraine,2021-06-23 04:31:11,48.0159,37.8028,90389,2329,87280,780,,2169.7347104503924,,,2.5766409629490314,80406,UKR,,,1947,190
Ivano-Frankivsk Oblast,Ukraine,2021-06-23 04:31:11,48.9226,24.7111,86606,2088,84149,369,,6306.635635702696,,,2.4109184121192526,80407,UKR,,,749,49
Kharkiv Oblast,Ukraine,2021-06-23 04:31:11,49.9935,36.2304,148294,3488,143149,1657,,5542.461909449776,,,2.3520843729348457,80408,UKR,,,2758,322
Kherson Oblast,Ukraine,2021-06-23 04:31:11,46.6354,32.6169,35626,1123,33815,688,,3433.368027446899,,,3.1521922191657783,80409,UKR,,,1401,108
Khmelnytskyi Oblast,Ukraine,2021-06-23 04:31:11,49.423,26.9871,88769,1857,86059,853,,7018.949082987732,,,2.0919465128592187,80410,UKR,,,1377,79
Kiev,Ukraine,2021-06-23 04:31:11,50.4501,30.5234,212370,5180,202713,4477,,7197.031313542091,,,2.439139238122145,80411,UKR,,,8007,154
Kiev Oblast,Ukraine,2021-06-23 04:31:11,50.053,30.7667,127033,2736,122746,1551,,7185.368281729018,,,2.153771067360449,80412,UKR,,,3024,95
Kirovohrad Oblast,Ukraine,2021-06-23 04:31:11,48.5079,32.2623,20569,835,18914,820,,2175.349981862389,,,4.059507025134912,80413,UKR,,,510,62
Luhansk Oblast,Ukraine,2021-06-23 04:31:11,48.574,39.3078,26494,932,25151,411,,1231.22937514203,,,3.517777610024911,80414,UKR,,,691,79
Lviv Oblast,Ukraine,2021-06-23 04:31:11,49.8397,24.0297,137214,3634,131718,1862,,5440.636695729338,,,2.6484177999329512,80415,UKR,,,2535,110
Mykolaiv Oblast,Ukraine,2021-06-23 04:31:11,46.975,31.9946,69775,1836,67408,531,,2766.630412673011,,,2.6313149408814045,80416,UKR,,,2116,60
Odessa Oblast,Ukraine,2021-06-23 04:31:11,46.4846,30.7326,140374,2963,135452,1959,,5897.30404636711,,,2.1107897473891177,80417,UKR,,,1469,101
Poltava Oblast,Ukraine,2021-06-23 04:31:11,49.5883,34.5514,77689,1842,75415,432,,5547.474756130042,,,2.37099203233405,80418,UKR,,,1270,91
Rivne Oblast,Ukraine,2021-06-23 04:31:11,50.6199,26.2516,79337,1204,77623,510,,6855.347053186682,,,1.5175769187138408,80419,UKR,,,2083,50
Sevastopol*,Ukraine,2021-06-23 04:31:11,44.6054,33.522,15787,712,14294,781,,3561.9603304069624,,,4.510039906251978,80420,UKR,,,1035,41
Sumy Oblast,Ukraine,2021-06-23 04:31:11,50.9077,34.7981,77718,1307,75666,745,,7186.67527265128,,,1.6817210942124092,80421,UKR,,,1303,40
Ternopil Oblast,Ukraine,2021-06-23 04:31:11,49.5535,25.5948,69982,1196,68207,579,,6691.213801979005,,,1.7090108885141893,80422,UKR,,,936,36
Vinnytsia Oblast,Ukraine,2021-06-23 04:31:11,49.2331,28.4682,70997,1687,68986,324,,4549.940591927423,,,2.3761567390171416,80423,UKR,,,862,38
Volyn Oblast,Ukraine,2021-06-23 04:31:11,50.7472,25.3254,62039,1186,60238,615,,5992.19572503453,,,1.9117007043956218,80424,UKR,,,1290,57
Zakarpattia Oblast,Ukraine,2021-06-23 04:31:11,48.6208,22.2879,62034,1601,60074,359,,4935.861018680747,,,2.5808427636457427,80425,UKR,,,674,25
Zaporizhia Oblast,Ukraine,2021-06-23 04:31:11,47.8388,35.1396,104362,2420,101212,730,,6117.938652953741,,,2.3188516893122015,80426,UKR,,,2668,175
Zhytomyr Oblast,Ukraine,2021-06-23 04:31:11,50.2547,28.6587,88295,1782,85926,587,,7236.150346707447,,,2.0182343281046493,80427,UKR,,,1100,59
Anguilla,United Kingdom,2021-06-23 04:31:11,18.2206,-63.0686,109,0,109,0,,726.5697906945742,,,0.0,660,AIA,,,0,0
Bermuda,United Kingdom,2021-06-23 04:31:11,32.3078,-64.7505,2494,33,2441,20,,4004.945963740305,,,1.3231756214915795,60,BMU,,,14,1
British Virgin Islands,United Kingdom,2021-06-23 04:31:11,18.4207,-64.64,248,1,209,38,,820.1871878823957,,,0.4032258064516129,92,VGB,,,0,0
Cayman Islands,United Kingdom,2021-06-23 04:31:11,19.3133,-81.2546,584,2,571,11,,888.618381010347,,,0.3424657534246575,136,CYM,,,35,0
Channel Islands,United Kingdom,2021-06-23 04:31:11,49.3723,-2.3644,4066,86,3956,24,,2384.7647200276833,,,2.115100836202656,8261,GBR,,,63,0
England,United Kingdom,2021-06-23 04:31:11,52.3555,-1.1743,4053782,112585,,3941197,,7241.844893992554,,,2.7772830408739297,82601,GBR,,,147015,220
Falkland Islands (Malvinas),United Kingdom,2021-06-23 04:31:11,-51.7963,-59.5236,63,0,63,0,,1808.7855297157626,,,0.0,238,FLK,,,0,0
Gibraltar,United Kingdom,2021-06-23 04:31:11,36.1408,-5.3536,4295,94,4193,8,,12748.211688581521,,,2.1885913853317813,292,GIB,,,34,0
Isle of Man,United Kingdom,2021-06-23 04:31:11,54.2361,-4.5481,1592,29,1561,2,,1872.2363345564027,,,1.8216080402010046,833,IMN,,,8,0
Montserrat,United Kingdom,2021-06-23 04:31:11,16.742498,-62.187366,20,1,19,0,,400.0800160032006,,,5.0,500,MSR,,,0,0
Northern Ireland,United Kingdom,2021-06-23 04:31:11,54.7877,-6.4923,125084,2155,,122929,,6647.746598639455,,,1.7228422500079947,82602,GBR,,,2690,3
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-06-23 04:31:11,-7.9467,-14.3559,4,0,4,0,,70.65889418830595,,,0.0,654,SHN,,,0,0
Scotland,United Kingdom,2021-06-23 04:31:11,56.4907,-4.2026,257742,7696,,250046,,4717.6980945582345,,,2.9859316681022112,82603,GBR,,,23232,28
Turks and Caicos Islands,United Kingdom,2021-06-23 04:31:11,21.694000000000006,-71.7979,2417,17,2381,19,,6242.57451314634,,,0.703351261894911,796,TCA,,,15,1
Unknown,United Kingdom,2021-06-23 04:31:11,,,0,0,,0,,,,,,82605,GBR,,,0,0
Wales,United Kingdom,2021-06-23 04:31:11,52.1307,-3.7837,215380,5572,,209808,,6862.29529089403,,,2.587055436902219,82604,GBR,,,2670,6
